Year,Province,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
2016,P20,0.42,0.51,0.64,0.67,0.59,0.57,0.49,0.42,0.56,0.53,0.61,0.46,0.51,0.55,0.48,0.56,0.58,0.50,0.53,0.63,0.50,0.55,0.62,0.60,0.48,0.49,0.57,0.62,0.50
2016,P21,0.46,0.65,0.50,0.57,0.42,0.49,0.52,0.30,0.52,0.41,0.44,0.60,0.52,0.61,0.51,0.48,0.43,0.43,0.56,0.64,0.44,0.56,0.54,0.46,0.58,0.56,0.43,0.50,0.42
2016,P22,0.61,0.66,0.37,0.55,0.37,0.49,0.44,0.66,0.39,0.37,0.38,0.54,0.47,0.38,0.34,0.50,0.40,0.60,0.49,0.31,0.51,0.51,0.52,0.47,0.45,0.53,0.41,0.48,0.41
2016,P23,0.39,0.49,0.51,0.48,0.69,0.60,0.58,0.57,0.45,0.37,0.54,0.46,0.52,0.69,0.39,0.49,0.42,0.50,0.44,0.46,0.58,0.51,0.46,0.47,0.45,0.54,0.51,0.46,0.52
2016,P24,0.20,0.71,0.51,0.59,0.55,0.50,0.38,0.48,0.37,0.47,0.40,0.58,0.39,0.57,0.50,0.64,0.46,0.46,0.64,0.45,0.41,0.44,0.42,0.45,0.41,0.55,0.53,0.54,0.49
2016,P25,0.58,0.50,0.42,0.67,0.53,0.69,0.27,0.38,0.57,0.59,0.49,0.52,0.47,0.48,0.39,0.36,0.50,0.47,0.67,0.70,0.50,0.57,0.48,0.50,0.47,0.57,0.46,0.48,0.51
2016,P26,0.58,0.58,0.51,0.61,0.60,0.41,0.57,0.53,0.55,0.52,0.55,0.49,0.51,0.57,0.42,0.44,0.49,0.56,0.61,0.38,0.48,0.53,0.56,0.55,0.50,0.49,0.59,0.52,0.58
2016,P27,0.67,0.48,0.66,0.68,0.70,0.47,0.56,0.43,0.37,0.59,0.55,0.61,0.60,0.51,0.56,0.65,0.67,0.41,0.49,0.45,0.59,0.62,0.61,0.56,0.63,0.58,0.56,0.48,0.50
2016,P28,0.75,0.54,0.33,0.66,0.42,0.46,0.40,0.44,0.48,0.49,0.54,0.54,0.44,0.52,0.55,0.57,0.38,0.30,0.55,0.49,0.54,0.47,0.55,0.49,0.49,0.44,0.57,0.49,0.48
2016,P29,0.62,0.39,0.41,0.37,0.49,0.51,0.44,0.50,0.55,0.45,0.53,0.53,0.44,0.53,0.54,0.62,0.43,0.61,0.57,0.49,0.54,0.57,0.45,0.54,0.52,0.48,0.51,0.55,0.52
2016,P30,0.50,0.79,0.56,0.45,0.60,0.48,0.34,0.46,0.39,0.28,0.45,0.49,0.42,0.39,0.54,0.56,0.57,0.41,0.47,0.42,0.55,0.48,0.49,0.47,0.53,0.40,0.40,0.45,0.46
2016,P31,0.52,0.34,0.45,0.43,0.38,0.50,0.41,0.47,0.53,0.50,0.31,0.52,0.51,0.37,0.51,0.59,0.36,0.45,0.62,0.60,0.40,0.48,0.50,0.40,0.44,0.43,0.39,0.42,0.48
2016,P32,0.56,0.40,0.51,0.48,0.53,0.41,0.45,0.48,0.34,0.43,0.50,0.54,0.50,0.47,0.34,0.44,0.49,0.51,0.41,0.52,0.43,0.46,0.48,0.52,0.45,0.45,0.51,0.40,0.46
2016,P33,0.28,0.38,0.57,0.37,0.37,0.64,0.55,0.44,0.58,0.55,0.37,0.46,0.54,0.57,0.39,0.37,0.50,0.46,0.59,0.56,0.42,0.51,0.42,0.50,0.50,0.43,0.49,0.52,0.41
2016,P34,0.27,0.55,0.44,0.58,0.48,0.39,0.42,0.38,0.31,0.43,0.42,0.52,0.41,0.48,0.49,0.68,0.41,0.44,0.69,0.62,0.55,0.44,0.44,0.47,0.49,0.50,0.49,0.54,0.48
2016,P35,0.52,0.60,0.49,0.53,0.42,0.50,0.48,0.35,0.53,0.42,0.39,0.40,0.55,0.44,0.42,0.54,0.40,0.41,0.41,0.60,0.53,0.50,0.51,0.46,0.50,0.52,0.51,0.49,0.43
2016,P36,0.72,0.25,0.33,0.49,0.54,0.56,0.52,0.52,0.40,0.54,0.58,0.47,0.40,0.37,0.37,0.71,0.63,0.59,0.43,0.58,0.44,0.51,0.47,0.44,0.42,0.50,0.53,0.56,0.52
2016,P37,0.71,0.48,0.43,0.60,0.55,0.50,0.27,0.42,0.47,0.34,0.38,0.55,0.40,0.52,0.40,0.55,0.48,0.61,0.54,0.48,0.52,0.53,0.42,0.52,0.56,0.56,0.54,0.43,0.42
2016,P38,0.50,0.46,0.59,0.44,0.43,0.66,0.41,0.52,0.66,0.60,0.37,0.62,0.54,0.40,0.36,0.61,0.54,0.50,0.58,0.54,0.54,0.52,0.51,0.48,0.50,0.50,0.51,0.53,0.54
2016,P39,0.24,0.46,0.33,0.48,0.40,0.51,0.61,0.65,0.44,0.59,0.27,0.52,0.35,0.37,0.53,0.41,0.51,0.47,0.51,0.59,0.54,0.46,0.53,0.38,0.54,0.53,0.44,0.49,0.43
2016,P40,0.66,0.59,0.29,0.41,0.48,0.57,0.49,0.47,0.44,0.55,0.44,0.44,0.44,0.49,0.39,0.61,0.59,0.55,0.51,0.66,0.57,0.49,0.45,0.44,0.56,0.51,0.55,0.44,0.44
2016,P41,0.50,0.40,0.60,0.46,0.53,0.55,0.63,0.52,0.49,0.31,0.58,0.60,0.37,0.56,0.55,0.45,0.47,0.50,0.31,0.46,0.51,0.48,0.43,0.55,0.53,0.44,0.48,0.42,0.52
2016,P42,0.48,0.30,0.49,0.32,0.54,0.57,0.41,0.35,0.51,0.46,0.41,0.47,0.38,0.43,0.53,0.56,0.58,0.48,0.47,0.52,0.44,0.42,0.38,0.50,0.39,0.48,0.44,0.43,0.41
2016,P43,0.33,0.57,0.45,0.71,0.37,0.50,0.42,0.56,0.57,0.55,0.32,0.47,0.42,0.59,0.39,0.43,0.39,0.57,0.54,0.35,0.45,0.44,0.52,0.47,0.41,0.45,0.51,0.47,0.53
2016,P44,0.58,0.48,0.58,0.49,0.51,0.48,0.38,0.33,0.52,0.67,0.38,0.37,0.46,0.46,0.33,0.42,0.61,0.60,0.48,0.38,0.45,0.48,0.40,0.41,0.48,0.51,0.48,0.55,0.55
2016,P45,0.35,0.47,0.27,0.51,0.47,0.52,0.55,0.37,0.33,0.46,0.59,0.55,0.63,0.46,0.53,0.38,0.39,0.57,0.40,0.45,0.43,0.46,0.50,0.53,0.53,0.52,0.47,0.48,0.39
2016,P46,0.38,0.27,0.48,0.50,0.61,0.47,0.56,0.40,0.41,0.34,0.59,0.36,0.53,0.48,0.45,0.49,0.46,0.65,0.53,0.55,0.46,0.49,0.51,0.40,0.50,0.54,0.53,0.51,0.44
2016,P47,0.54,0.53,0.53,0.73,0.37,0.32,0.42,0.42,0.35,0.36,0.45,0.54,0.63,0.49,0.40,0.42,0.40,0.66,0.45,0.55,0.50,0.53,0.54,0.52,0.43,0.53,0.41,0.52,0.55
2016,P48,0.54,0.56,0.59,0.52,0.46,0.42,0.48,0.50,0.51,0.51,0.49,0.54,0.32,0.58,0.40,0.46,0.55,0.47,0.31,0.65,0.46,0.56,0.46,0.51,0.43,0.47,0.47,0.47,0.54
2016,P49,0.26,0.37,0.32,0.50,0.22,0.22,0.36,0.33,0.37,0.29,0.36,0.46,0.36,0.24,0.18,0.27,0.36,0.24,0.43,0.29,0.37,0.27,0.33,0.31,0.24,0.38,0.31,0.25,0.25
2016,P50,0.17,0.42,0.43,0.15,0.54,0.32,0.35,0.26,0.27,0.38,0.40,0.32,0.26,0.41,0.34,0.24,0.53,0.21,0.49,0.32,0.36,0.34,0.41,0.35,0.41,0.34,0.40,0.27,0.31
2016,P51,0.37,0.35,0.50,0.51,0.40,0.46,0.34,0.46,0.24,0.33,0.25,0.41,0.36,0.21,0.43,0.52,0.32,0.36,0.52,0.34,0.32,0.34,0.40,0.34,0.32,0.31,0.41,0.35,0.46
2016,P52,0.40,0.28,0.34,0.41,0.37,0.28,0.24,0.44,0.33,0.39,0.23,0.31,0.24,0.25,0.22,0.38,0.36,0.35,0.22,0.31,0.38,0.35,0.26,0.24,0.24,0.31,0.39,0.29,0.30
2016,P53,0.41,0.35,0.35,0.22,0.52,0.37,0.30,0.10,0.39,0.25,0.37,0.32,0.43,0.37,0.48,0.39,0.45,0.33,0.32,0.30,0.36,0.33,0.33,0.35,0.38,0.37,0.34,0.32,0.29
2016,P54,0.57,0.34,0.45,0.44,0.23,0.37,0.24,0.17,0.30,0.27,0.30,0.20,0.23,0.21,0.42,0.34,0.37,0.39,0.23,0.46,0.32,0.37,0.34,0.34,0.39,0.28,0.27,0.36,0.34
2016,P55,0.58,0.30,0.27,0.42,0.50,0.29,0.38,0.24,0.41,0.23,0.42,0.45,0.38,0.32,0.29,0.26,0.31,0.36,0.43,0.37,0.37,0.43,0.43,0.30,0.42,0.35,0.35,0.31,0.42
2016,P56,0.25,0.54,0.35,0.42,0.34,0.26,0.23,0.39,0.39,0.28,0.39,0.31,0.30,0.32,0.38,0.34,0.27,0.46,0.27,0.35,0.36,0.38,0.33,0.39,0.28,0.37,0.32,0.37,0.40
2016,P57,0.44,0.35,0.38,0.55,0.46,0.32,0.20,0.22,0.24,0.19,0.32,0.29,0.16,0.25,0.43,0.34,0.50,0.28,0.42,0.35,0.31,0.30,0.29,0.26,0.31,0.40,0.36,0.32,0.40
2016,P58,0.46,0.20,0.35,0.49,0.36,0.23,0.40,0.41,0.29,0.37,0.49,0.37,0.35,0.32,0.36,0.41,0.16,0.52,0.41,0.26,0.30,0.30,0.34,0.39,0.40,0.35,0.36,0.36,0.28
2016,P59,0.59,0.25,0.35,0.37,0.29,0.34,0.50,0.29,0.14,0.23,0.35,0.38,0.32,0.24,0.32,0.37,0.37,0.21,0.39,0.41,0.29,0.27,0.28,0.28,0.34,0.41,0.33,0.33,0.28
2016,P60,0.46,0.42,0.41,0.39,0.16,0.48,0.35,0.14,0.18,0.33,0.24,0.32,0.27,0.37,0.20,0.45,0.58,0.42,0.42,0.30,0.29,0.33,0.35,0.39,0.33,0.36,0.32,0.39,0.42
2016,P61,0.26,0.30,0.14,0.10,0.39,0.43,0.43,0.28,0.25,0.44,0.21,0.27,0.28,0.51,0.33,0.30,0.23,0.40,0.44,0.31,0.32,0.39,0.26,0.24,0.27,0.24,0.31,0.35,0.30
2016,P62,0.68,0.23,0.39,0.45,0.35,0.23,0.32,0.27,0.44,0.43,0.43,0.21,0.24,0.31,0.31,0.36,0.40,0.33,0.46,0.28,0.29,0.39,0.38,0.41,0.42,0.40,0.34,0.38,0.40
2016,P63,0.55,0.40,0.43,0.46,0.34,0.35,0.20,0.16,0.48,0.34,0.39,0.32,0.25,0.22,0.38,0.39,0.23,0.25,0.23,0.34,0.33,0.36,0.41,0.29,0.29,0.35,0.30,0.34,0.30
2016,P64,0.36,0.42,0.20,0.34,0.12,0.16,0.34,0.28,0.42,0.30,0.39,0.42,0.37,0.25,0.29,0.33,0.35,0.45,0.30,0.40,0.29,0.33,0.26,0.31,0.37,0.25,0.38,0.30,0.26
2017,P01,0.79,0.89,0.75,0.72,0.65,0.57,0.55,0.84,0.69,0.70,0.53,0.81,0.81,0.62,0.60,0.66,0.66,0.76,0.71,0.59,0.74,0.74,0.70,0.65,0.63,0.68,0.64,0.65,0.62
2017,P02,0.58,0.57,0.58,0.62,0.73,0.80,0.66,0.73,0.65,0.53,0.67,0.61,0.58,0.83,0.79,0.87,0.65,0.58,0.78,0.79,0.69,0.72,0.71,0.64,0.72,0.76,0.71,0.75,0.64
2017,P03,0.73,0.72,0.52,0.86,0.77,0.70,0.59,0.64,0.66,0.62,0.78,0.74,0.84,0.79,0.73,0.77,0.75,0.72,0.58,0.71,0.64,0.68,0.65,0.72,0.69,0.65,0.69,0.73,0.79
2017,P04,0.78,0.67,0.71,0.72,0.65,0.74,0.59,0.75,0.54,0.70,0.80,0.57,0.56,0.72,0.78,0.79,0.82,0.65,0.70,0.61,0.69,0.64,0.66,0.62,0.65,0.71,0.75,0.66,0.62
2017,P05,0.90,0.76,0.74,0.59,0.72,0.62,0.73,0.61,0.80,0.73,0.54,0.81,0.78,0.75,0.76,0.70,0.73,0.67,0.67,0.62,0.75,0.71,0.72,0.72,0.67,0.70,0.78,0.74,0.77
2017,P06,0.60,0.90,0.64,0.86,0.83,0.66,0.63,0.79,0.62,0.54,0.58,0.60,0.75,0.73,0.70,0.71,0.84,0.65,0.82,0.75,0.72,0.77,0.74,0.75,0.68,0.67,0.74,0.78,0.74
2017,P07,0.74,0.76,0.60,0.61,0.68,0.63,0.75,0.73,0.52,0.68,0.62,0.67,0.54,0.66,0.80,0.72,0.78,0.77,0.73,0.81,0.73,0.65,0.62,0.64,0.66,0.74,0.66,0.67,0.69
2017,P08,0.76,0.63,0.88,0.83,0.68,0.57,0.75,0.76,0.61,0.58,0.80,0.56,0.57,0.65,0.83,0.54,0.72,0.82,0.70,0.82,0.73,0.63,0.73,0.66,0.71,0.67,0.72,0.66,0.76
2017,P09,0.69,0.80,0.77,0.61,0.58,0.62,0.73,0.53,0.57,0.60,0.73,0.58,0.70,0.66,0.67,0.65,0.76,0.69,0.82,0.70,0.70,0.69,0.68,0.73,0.63,0.72,0.68,0.74,0.72
2017,P10,0.54,0.63,0.86,0.74,0.76,0.66,0.80,0.72,0.65,0.43,0.55,0.83,0.75,0.75,0.66,0.70,0.83,0.90,0.82,0.90,0.78,0.76,0.74,0.76,0.68,0.77,0.69,0.75,0.78
2017,P11,0.61,0.48,0.63,0.89,0.87,0.51,0.61,0.63,0.56,0.58,0.74,0.78,0.76,0.61,0.71,0.64,0.66,0.81,0.73,0.76,0.62,0.65,0.65,0.62,0.65,0.73,0.62,0.73,0.68
2017,P12,0.71,0.84,0.61,0.73,0.69,0.64,0.78,0.58,0.84,0.69,0.77,0.69,0.68,0.67,0.64,0.80,0.64,0.61,0.66,0.66,0.71,0.74,0.64,0.71,0.72,0.76,0.68,0.68,0.66
2017,P13,0.80,0.71,0.89,0.80,0.52,0.76,0.59,0.73,0.79,0.70,0.66,0.69,0.75,0.62,0.64,0.70,0.78,0.80,0.77,0.53,0.67,0.67,0.70,0.78,0.69,0.64,0.70,0.71,0.66
2017,P14,0.75,0.83,0.68,0.68,0.77,0.83,0.68,0.64,0.69,0.63,0.77,0.77,0.73,0.77,0.72,0.67,0.81,0.77,0.81,0.77,0.76,0.68,0.71,0.76,0.68,0.71,0.78,0.67,0.76
2017,P15,0.78,0.76,0.75,0.56,0.78,0.48,0.67,0.65,0.74,0.69,0.56,0.59,0.81,0.63,0.58,0.71,0.73,0.70,0.73,0.61,0.69,0.63,0.61,0.62,0.64,0.63,0.73,0.70,0.60
2017,P16,0.36,0.84,0.56,0.74,0.65,0.81,0.82,0.62,0.75,0.62,0.68,0.62,0.57,0.78,0.77,0.76,0.77,0.58,0.51,0.62,0.70,0.63,0.64,0.71,0.66,0.73,0.67,0.61,0.67
2017,P17,0.38,0.64,0.51,0.52,0.60,0.57,0.55,0.49,0.42,0.42,0.47,0.65,0.32,0.35,0.41,0.45,0.66,0.56,0.56,0.50,0.49,0.47,0.44,0.57,0.46,0.48,0.43,0.43,0.58
2017,P18,0.56,0.54,0.33,0.57,0.42,0.46,0.64,0.38,0.38,0.49,0.45,0.50,0.59,0.33,0.37,0.57,0.47,0.57,0.65,0.65,0.53,0.56,0.43,0.50,0.47,0.57,0.47,0.55,0.53
2017,P19,0.36,0.52,0.64,0.53,0.63,0.35,0.52,0.66,0.33,0.28,0.46,0.33,0.39,0.50,0.42,0.48,0.57,0.39,0.53,0.44,0.50,0.46,0.44,0.54,0.46,0.45,0.44,0.50,0.47
2017,P20,0.39,0.54,0.67,0.68,0.59,0.58,0.51,0.43,0.57,0.55,0.61,0.48,0.52,0.52,0.50,0.59,0.58,0.51,0.53,0.63,0.49,0.56,0.58,0.49,0.62,0.56,0.53,0.59,0.63
2017,P21,0.50,0.64,0.48,0.57,0.45,0.47,0.52,0.31,0.55,0.39,0.44,0.60,0.52,0.62,0.50,0.47,0.46,0.43,0.58,0.63,0.43,0.57,0.44,0.45,0.50,0.50,0.45,0.45,0.49
2017,P22,0.59,0.66,0.39,0.53,0.38,0.51,0.45,0.65,0.41,0.41,0.37,0.54,0.49,0.37,0.34,0.51,0.38,0.60,0.50,0.32,0.49,0.48,0.48,0.40,0.53,0.48,0.53,0.43,0.55
2017,P23,0.38,0.50,0.54,0.50,0.70,0.61,0.56,0.58,0.46,0.39,0.55,0.43,0.51,0.68,0.40,0.50,0.42,0.53,0.43,0.46,0.50,0.46,0.50,0.52,0.54,0.46,0.49,0.52,0.58
2017,P24,0.18,0.72,0.53,0.57,0.55,0.50,0.42,0.48,0.35,0.47,0.38,0.58,0.40,0.57,0.49,0.64,0.43,0.47,0.64,0.45,0.47,0.51,0.47,0.46,0.55,0.56,0.52,0.50,0.44
2017,P25,0.59,0.51,0.44,0.70,0.51,0.71,0.26,0.39,0.61,0.63,0.50,0.50,0.47,0.45,0.38,0.35,0.52,0.47,0.69,0.71,0.49,0.58,0.48,0.56,0.49,0.52,0.53,0.54,0.52
2017,P26,0.59,0.59,0.53,0.59,0.60,0.44,0.60,0.53,0.57,0.50,0.55,0.47,0.50,0.58,0.42,0.48,0.50,0.57,0.60,0.41,0.52,0.57,0.46,0.59,0.60,0.48,0.49,0.53,0.52
2017,P27,0.67,0.50,0.68,0.71,0.71,0.46,0.56,0.43,0.38,0.60,0.54,0.64,0.63,0.55,0.57,0.66,0.65,0.45,0.52,0.45,0.54,0.50,0.63,0.62,0.54,0.59,0.64,0.59,0.50
2017,P28,0.74,0.56,0.35,0.66,0.43,0.46,0.40,0.44,0.49,0.52,0.55,0.53,0.47,0.49,0.56,0.54,0.37,0.28,0.55,0.49,0.52,0.55,0.44,0.45,0.46,0.52,0.46,0.56,0.42
2017,P29,0.62,0.39,0.45,0.41,0.48,0.52,0.47,0.52,0.57,0.46,0.56,0.57,0.45,0.54,0.54,0.61,0.45,0.64,0.56,0.50,0.59,0.52,0.59,0.55,0.53,0.46,0.48,0.54,0.53
2017,P30,0.50,0.77,0.58,0.44,0.61,0.48,0.33,0.46,0.43,0.28,0.45,0.49,0.43,0.42,0.52,0.53,0.58,0.39,0.47,0.43,0.51,0.43,0.44,0.45,0.40,0.40,0.49,0.48,0.56
2017,P31,0.48,0.37,0.45,0.45,0.40,0.47,0.40,0.48,0.51,0.50,0.35,0.52,0.51,0.39,0.51,0.63,0.36,0.44,0.63,0.60,0.40,0.41,0.47,0.50,0.42,0.47,0.46,0.45,0.49
2017,P32,0.53,0.42,0.53,0.49,0.53,0.42,0.44,0.47,0.34,0.46,0.50,0.53,0.52,0.47,0.34,0.47,0.49,0.49,0.41,0.52,0.41,0.40,0.45,0.51,0.42,0.53,0.48,0.54,0.47
2017,P33,0.30,0.39,0.58,0.36,0.40,0.67,0.55,0.43,0.57,0.58,0.40,0.48,0.54,0.55,0.39,0.39,0.50,0.44,0.59,0.53,0.47,0.48,0.48,0.53,0.53,0.44,0.44,0.42,0.44
2017,P34,0.29,0.54,0.42,0.60,0.47,0.39,0.40,0.41,0.31,0.41,0.41,0.54,0.42,0.50,0.51,0.66,0.44,0.47,0.70,0.62,0.45,0.45,0.51,0.47,0.46,0.50,0.50,0.43,0.47
2017,P35,0.50,0.60,0.48,0.52,0.42,0.53,0.48,0.34,0.53,0.41,0.39,0.43,0.55,0.42,0.44,0.52,0.41,0.43,0.42,0.60,0.50,0.50,0.50,0.46,0.51,0.55,0.47,0.47,0.43
2017,P36,0.70,0.29,0.31,0.49,0.57,0.57,0.55,0.52,0.42,0.58,0.56,0.46,0.41,0.34,0.41,0.70,0.61,0.63,0.41,0.59,0.50,0.53,0.43,0.49,0.58,0.56,0.45,0.52,0.57
2017,P37,0.74,0.48,0.46,0.64,0.55,0.51,0.27,0.45,0.49,0.36,0.37,0.55,0.41,0.52,0.42,0.56,0.50,0.60,0.55,0.51,0.48,0.57,0.53,0.50,0.56,0.43,0.50,0.47,0.56
2017,P38,0.50,0.44,0.59,0.47,0.42,0.68,0.41,0.50,0.67,0.61,0.39,0.66,0.51,0.41,0.37,0.62,0.55,0.53,0.58,0.54,0.51,0.58,0.51,0.54,0.50,0.55,0.59,0.46,0.55
2017,P39,0.27,0.47,0.37,0.50,0.39,0.52,0.60,0.64,0.44,0.58,0.30,0.53,0.36,0.39,0.53,0.42,0.50,0.47,0.52,0.57,0.41,0.46,0.47,0.54,0.48,0.52,0.46,0.45,0.46
2017,P40,0.65,0.62,0.30,0.41,0.46,0.56,0.46,0.44,0.44,0.55,0.42,0.45,0.46,0.49,0.40,0.60,0.60,0.55,0.52,0.65,0.55,0.52,0.48,0.44,0.55,0.47,0.47,0.46,0.51
2017,P41,0.52,0.40,0.60,0.47,0.53,0.57,0.64,0.55,0.53,0.32,0.57,0.57,0.37,0.58,0.56,0.46,0.49,0.51,0.34,0.48,0.49,0.42,0.54,0.58,0.52,0.44,0.50,0.43,0.44
2017,P42,0.48,0.30,0.48,0.34,0.57,0.60,0.43,0.33,0.50,0.46,0.39,0.49,0.35,0.41,0.53,0.58,0.57,0.50,0.47,0.51,0.42,0.54,0.43,0.45,0.41,0.45,0.53,0.46,0.39
2017,P43,0.34,0.57,0.44,0.74,0.36,0.52,0.43,0.56,0.60,0.55,0.33,0.50,0.40,0.61,0.43,0.45,0.39,0.58,0.53,0.36,0.50,0.49,0.54,0.55,0.55,0.56,0.55,0.42,0.45
2017,P44,0.59,0.49,0.59,0.48,0.53,0.48,0.36,0.33,0.50,0.65,0.40,0.39,0.47,0.46,0.33,0.45,0.62,0.61,0.48,0.39,0.42,0.44,0.46,0.47,0.49,0.48,0.44,0.53,0.49
2017,P45,0.37,0.47,0.26,0.55,0.50,0.51,0.56,0.36,0.34,0.47,0.59,0.58,0.63,0.48,0.51,0.41,0.42,0.57,0.44,0.47,0.42,0.49,0.47,0.42,0.51,0.41,0.55,0.47,0.55
2017,P46,0.36,0.27,0.48,0.53,0.62,0.49,0.55,0.39,0.40,0.34,0.57,0.37,0.53,0.49,0.45,0.51,0.48,0.65,0.55,0.58,0.49,0.52,0.50,0.56,0.40,0.46,0.41,0.46,0.42
2017,P47,0.53,0.56,0.55,0.74,0.39,0.35,0.43,0.43,0.35,0.36,0.45,0.54,0.60,0.50,0.41,0.41,0.41,0.68,0.44,0.57,0.54,0.55,0.41,0.42,0.44,0.44,0.55,0.42,0.45
2017,P48,0.53,0.55,0.57,0.51,0.43,0.45,0.49,0.53,0.50,0.50,0.49,0.57,0.31,0.62,0.37,0.45,0.57,0.47,0.34,0.64,0.43,0.43,0.54,0.48,0.44,0.52,0.49,0.56,0.48
2017,P49,0.23,0.38,0.32,0.52,0.19,0.23,0.36,0.30,0.39,0.27,0.38,0.47,0.37,0.25,0.18,0.27,0.35,0.23,0.42,0.30,0.32,0.37,0.34,0.25,0.36,0.37,0.38,0.38,0.34
2017,P50,0.16,0.42,0.45,0.18,0.52,0.30,0.35,0.26,0.27,0.41,0.36,0.31,0.26,0.42,0.36,0.28,0.56,0.23,0.49,0.35,0.32,0.39,0.39,0.40,0.36,0.30,0.32,0.34,0.27
2017,P51,0.38,0.36,0.50,0.54,0.42,0.45,0.32,0.45,0.22,0.30,0.24,0.42,0.36,0.22,0.43,0.52,0.31,0.35,0.51,0.32,0.32,0.35,0.39,0.39,0.43,0.30,0.37,0.38,0.38
2017,P52,0.39,0.29,0.37,0.39,0.39,0.29,0.27,0.45,0.30,0.40,0.25,0.32,0.25,0.24,0.22,0.36,0.36,0.35,0.23,0.30,0.40,0.39,0.25,0.39,0.36,0.32,0.38,0.30,0.25
2017,P53,0.41,0.35,0.35,0.25,0.49,0.35,0.32,0.11,0.39,0.28,0.37,0.32,0.44,0.37,0.45,0.40,0.48,0.33,0.31,0.34,0.39,0.44,0.36,0.37,0.32,0.42,0.36,0.32,0.40
2017,P54,0.57,0.33,0.47,0.42,0.24,0.34,0.24,0.17,0.34,0.24,0.30,0.23,0.23,0.20,0.44,0.37,0.37,0.37,0.26,0.49,0.30,0.39,0.38,0.30,0.28,0.32,0.37,0.29,0.37
2017,P55,0.60,0.28,0.27,0.42,0.50,0.27,0.39,0.22,0.42,0.25,0.45,0.44,0.38,0.32,0.31,0.28,0.34,0.39,0.47,0.34,0.37,0.37,0.35,0.44,0.44,0.32,0.31,0.39,0.33
2017,P56,0.28,0.55,0.34,0.44,0.35,0.28,0.24,0.38,0.41,0.29,0.40,0.31,0.30,0.33,0.38,0.36,0.30,0.46,0.27,0.35,0.41,0.30,0.31,0.36,0.41,0.31,0.34,0.43,0.42
2017,P57,0.43,0.36,0.37,0.55,0.47,0.36,0.20,0.25,0.26,0.18,0.32,0.30,0.18,0.27,0.41,0.31,0.49,0.26,0.42,0.33,0.40,0.41,0.37,0.31,0.29,0.38,0.40,0.28,0.28
2017,P58,0.47,0.21,0.37,0.48,0.37,0.24,0.41,0.40,0.33,0.36,0.47,0.39,0.34,0.31,0.38,0.41,0.16,0.50,0.43,0.27,0.43,0.38,0.41,0.32,0.41,0.40,0.44,0.44,0.32
2017,P59,0.60,0.28,0.36,0.37,0.32,0.35,0.49,0.31,0.16,0.24,0.35,0.37,0.34,0.26,0.33,0.37,0.41,0.23,0.40,0.41,0.41,0.42,0.31,0.40,0.34,0.27,0.32,0.35,0.28
2017,P60,0.47,0.41,0.42,0.40,0.20,0.50,0.34,0.13,0.18,0.35,0.25,0.33,0.26,0.38,0.19,0.45,0.59,0.43,0.47,0.31,0.42,0.35,0.31,0.28,0.28,0.43,0.40,0.35,0.43
2017,P61,0.25,0.30,0.14,0.11,0.41,0.43,0.47,0.32,0.26,0.44,0.22,0.30,0.31,0.49,0.33,0.30,0.22,0.40,0.48,0.31,0.40,0.30,0.33,0.37,0.26,0.29,0.28,0.31,0.36
2017,P62,0.69,0.26,0.40,0.48,0.35,0.24,0.34,0.27,0.44,0.45,0.42,0.22,0.22,0.29,0.29,0.36,0.37,0.35,0.46,0.27,0.29,0.28,0.38,0.43,0.43,0.30,0.44,0.31,0.32
2017,P63,0.54,0.43,0.44,0.46,0.33,0.38,0.19,0.18,0.46,0.32,0.38,0.32,0.29,0.21,0.39,0.38,0.24,0.26,0.24,0.35,0.40,0.41,0.30,0.26,0.31,0.34,0.28,0.26,0.34
2017,P64,0.36,0.40,0.21,0.35,0.17,0.14,0.34,0.29,0.45,0.30,0.39,0.44,0.36,0.24,0.28,0.33,0.33,0.45,0.30,0.39,0.28,0.37,0.38,0.34,0.30,0.35,0.29,0.34,0.25
2018,P01,0.79,0.91,0.76,0.72,0.66,0.57,0.56,0.85,0.70,0.73,0.54,0.82,0.79,0.62,0.60,0.66,0.64,0.75,0.70,0.60,0.63,0.68,0.63,0.72,0.71,0.75,0.74,0.76,0.67
2018,P02,0.59,0.60,0.55,0.62,0.73,0.82,0.67,0.72,0.70,0.52,0.67,0.63,0.60,0.80,0.80,0.88,0.63,0.60,0.78,0.76,0.65,0.72,0.61,0.60,0.74,0.62,0.72,0.67,0.74
2018,P03,0.74,0.73,0.54,0.85,0.78,0.68,0.58,0.65,0.66,0.63,0.76,0.76,0.83,0.77,0.73,0.76,0.73,0.71,0.60,0.69,0.65,0.73,0.66,0.68,0.75,0.72,0.73,0.76,0.74
2018,P04,0.78,0.69,0.75,0.75,0.67,0.74,0.60,0.74,0.55,0.67,0.80,0.58,0.58,0.73,0.76,0.77,0.85,0.66,0.71,0.63,0.78,0.69,0.74,0.64,0.69,0.77,0.70,0.73,0.65
